model_name,os,api,inference type,latency avg,top1,top5,map,miou,latency,thread count
lite-model_mobilenet_v3_large_100_224_fp32_1,ubuntus,delegate,class,0.0434001170709797,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_fp32_1/lite-model_mobilenet_v3_large_100_224_fp32_1_delegate_class_2024_7_1_20_33_ubuntus_False_onlylat.csv,False
lite-model_mobilenet_v3_large_100_224_uint8_1,ubuntus,delegate,class,0.0555153205270066,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_uint8_1/lite-model_mobilenet_v3_large_100_224_uint8_1_delegate_class_2024_7_1_19_13_ubuntus_1_onlylat.csv,1
lite-model_mobilenet_v3_large_100_224_uint8_1,ubuntus,delegate,class,0.036396542606998,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_uint8_1/lite-model_mobilenet_v3_large_100_224_uint8_1_delegate_class_2024_7_1_19_22_ubuntus_2_onlylat.csv,2
lite-model_mobilenet_v3_large_100_224_uint8_1,ubuntus,delegate,class,0.0295798943449967,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_uint8_1/lite-model_mobilenet_v3_large_100_224_uint8_1_delegate_class_2024_7_1_19_23_ubuntus_3_onlylat.csv,3
lite-model_mobilenet_v3_large_100_224_uint8_1,ubuntus,delegate,class,0.0265767269369957,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_uint8_1/lite-model_mobilenet_v3_large_100_224_uint8_1_delegate_class_2024_7_1_19_25_ubuntus_4_onlylat.csv,4
lite-model_mobilenet_v3_large_100_224_uint8_1,ubuntus,delegate,class,0.0266588969899994,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_uint8_1/lite-model_mobilenet_v3_large_100_224_uint8_1_delegate_class_2024_7_1_20_38_ubuntus_False_onlylat.csv,False
lite-model_mobilenet_v3_small_100_224_fp32_1,ubuntus,delegate,class,0.0224956138230022,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_fp32_1/lite-model_mobilenet_v3_small_100_224_fp32_1_delegate_class_2024_7_1_19_15_ubuntus_1_onlylat.csv,1
lite-model_mobilenet_v3_small_100_224_fp32_1,ubuntus,delegate,class,0.0210311133409895,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_fp32_1/lite-model_mobilenet_v3_small_100_224_fp32_1_delegate_class_2024_7_1_19_26_ubuntus_2_onlylat.csv,2
lite-model_mobilenet_v3_small_100_224_fp32_1,ubuntus,delegate,class,0.0194834799000049,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_fp32_1/lite-model_mobilenet_v3_small_100_224_fp32_1_delegate_class_2024_7_1_19_27_ubuntus_3_onlylat.csv,3
lite-model_mobilenet_v3_small_100_224_fp32_1,ubuntus,delegate,class,0.0187164621679921,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_fp32_1/lite-model_mobilenet_v3_small_100_224_fp32_1_delegate_class_2024_7_1_19_28_ubuntus_4_onlylat.csv,4
lite-model_mobilenet_v3_small_100_224_fp32_1,ubuntus,delegate,class,0.0188704933510125,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_fp32_1/lite-model_mobilenet_v3_small_100_224_fp32_1_delegate_class_2024_7_1_20_41_ubuntus_False_onlylat.csv,False
lite-model_mobilenet_v3_small_100_224_uint8_1,ubuntus,delegate,class,0.019698511353003,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_uint8_1/lite-model_mobilenet_v3_small_100_224_uint8_1_delegate_class_2024_7_1_19_16_ubuntus_1_onlylat.csv,1
lite-model_mobilenet_v3_small_100_224_uint8_1,ubuntus,delegate,class,0.0155058180429991,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_uint8_1/lite-model_mobilenet_v3_small_100_224_uint8_1_delegate_class_2024_7_1_19_30_ubuntus_2_onlylat.csv,2
lite-model_mobilenet_v3_small_100_224_uint8_1,ubuntus,delegate,class,0.0135468153320043,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_uint8_1/lite-model_mobilenet_v3_small_100_224_uint8_1_delegate_class_2024_7_1_19_31_ubuntus_3_onlylat.csv,3
lite-model_mobilenet_v3_small_100_224_uint8_1,ubuntus,delegate,class,0.0123765952159983,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_uint8_1/lite-model_mobilenet_v3_small_100_224_uint8_1_delegate_class_2024_7_1_19_32_ubuntus_4_onlylat.csv,4
lite-model_mobilenet_v3_small_100_224_uint8_1,ubuntus,delegate,class,0.01242098160900327,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_uint8_1/lite-model_mobilenet_v3_small_100_224_uint8_1_delegate_class_2024_7_1_20_42_ubuntus_False_onlylat.csv,False
