,Frameworks,Mean Latency [s],latency,Core Count,Load,Median Latency [s],Standard Deviation [s],Variance [s²]
85,Arm NN Delegate,0.0645108369970066,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/delegate/lite-model_mobilenet_v3_large_100_224_fp32_1_delegate_class_2024_8_16_15_10_ubuntus_False_onlylat.csv,Default,Two Core Load,0.06259857050008574,0.006503060960366208,4.228980185423907e-05
86,Arm NN Delegate,0.0717871504610211,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/delegate/lite-model_mobilenet_v3_large_100_224_fp32_1_delegate_class_2024_7_29_19_25_ubuntus_1_onlylat.csv,One Core,Two Core Load,0.07163226100010431,0.004354873845648436,1.8964926211512804e-05
87,Arm NN Delegate,0.0668101384560077,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/delegate/lite-model_mobilenet_v3_large_100_224_fp32_1_delegate_class_2024_7_29_19_31_ubuntus_3_onlylat.csv,Three Cores,Two Core Load,0.06764659849977755,0.003648998848416643,1.3315192595745987e-05
88,Arm NN Delegate,0.0628922589029861,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/delegate/lite-model_mobilenet_v3_large_100_224_fp32_1_delegate_class_2024_7_29_19_34_ubuntus_4_onlylat.csv,Four Cores,Two Core Load,0.060866313999667895,0.006446535755216023,4.155782324327862e-05
89,Arm NN Delegate,0.055207366567014,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/delegate/lite-model_mobilenet_v3_large_100_224_fp32_1_delegate_class_2024_7_29_19_28_ubuntus_2_onlylat.csv,Two Cores,Two Core Load,0.054861838500073604,0.0035237944832457735,1.2417127560153348e-05
90,PyTorch,0.419458041217003,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/pytorch/mobilenet_v3_large_pytorch_class_2024_8_16_14_57_ubuntus_False_onlylat.csv,Default,Two Core Load,0.41783065650020035,0.05784882601795532,0.003346486671655664
91,PyTorch,0.5924649540879946,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/pytorch/mobilenet_v3_large_pytorch_class_2024_8_11_19_13_ubuntus_4_onlylat.csv,Four Cores,Two Core Load,0.5922932819999005,0.07607593748350629,0.005787548263994357
92,PyTorch,0.320893488096006,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/pytorch/mobilenet_v3_large_pytorch_class_2024_8_11_18_48_ubuntus_1_onlylat.csv,One Core,Two Core Load,0.32651764499996716,0.06987472377700363,0.004882477022912556
93,PyTorch,0.4665416580340097,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/pytorch/mobilenet_v3_large_pytorch_class_2024_8_11_18_54_ubuntus_2_onlylat.csv,Two Cores,Two Core Load,0.47331062199964435,0.07528923916114012,0.005668469533463355
94,PyTorch,0.5007083165539853,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/pytorch/mobilenet_v3_large_pytorch_class_2024_8_11_19_4_ubuntus_3_onlylat.csv,Three Cores,Two Core Load,0.5045247245002429,0.08248480587391788,0.0068037432000579165
95,TFLite,0.4210470139629933,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/tf/lite-model_mobilenet_v3_large_100_224_fp32_1_tf_class_2024_7_29_19_4_ubuntus_3_onlylat.csv,Three Cores,Two Core Load,0.44655794700020124,0.07747129640947845,0.006001801767365268
96,TFLite,0.0782631239480396,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/tf/lite-model_mobilenet_v3_large_100_224_fp32_1_tf_class_2024_8_16_23_10_ubuntus_False_onlylat.csv,Default,Two Core Load,0.0780605814979935,0.0009240178164424116,8.538089251030021e-07
97,TFLite,0.7212720141779883,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/tf/lite-model_mobilenet_v3_large_100_224_fp32_1_tf_class_2024_7_29_19_12_ubuntus_4_onlylat.csv,Four Cores,Two Core Load,0.7215299944996332,0.013992370593658317,0.000195786434830274
98,TFLite,0.071276652765021,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/tf/lite-model_mobilenet_v3_large_100_224_fp32_1_tf_class_2024_7_29_18_59_ubuntus_1_onlylat.csv,One Core,Two Core Load,0.07123101500019395,0.0005685521164429295,3.2325150911173445e-07
99,TFLite,0.0520221731269993,/Users/marounel-chayeb/BacArbeit/final_results/results/class/stress-ng/two/tf/lite-model_mobilenet_v3_large_100_224_fp32_1_tf_class_2024_7_29_19_2_ubuntus_2_onlylat.csv,Two Cores,Two Core Load,0.051981316999899704,0.0004567472417858242,2.0861804287895814e-07
