,Unnamed: 0,Frameworks,latency,thread,Load
3328,3328,ONNX,0.0905472720000943,Two Cores,No Load
3327,3327,ONNX,0.0903403299998899,Two Cores,No Load
3339,3339,ONNX,0.0906080130000646,Two Cores,No Load
3338,3338,ONNX,0.0902410520000103,Two Cores,No Load
3337,3337,ONNX,0.0901123860001007,Two Cores,No Load
3335,3335,ONNX,0.0901969040000949,Two Cores,No Load
3334,3334,ONNX,0.0901605710000694,Two Cores,No Load
3336,3336,ONNX,0.0901297570001133,Two Cores,No Load
3340,3340,ONNX,0.0900407940000604,Two Cores,No Load
3332,3332,ONNX,0.0905121440000584,Two Cores,No Load
3331,3331,ONNX,0.0904662729999472,Two Cores,No Load
3330,3330,ONNX,0.0901423299999351,Two Cores,No Load
3329,3329,ONNX,0.0903372180000587,Two Cores,No Load
3333,3333,ONNX,0.0901177200000802,Two Cores,No Load
333,333,ONNX,0.1164875120000488,One Core,No Load
330,330,ONNX,0.1155030190000161,One Core,No Load
331,331,ONNX,0.1158417579999877,One Core,No Load
332,332,ONNX,0.1164251789999752,One Core,No Load
334,334,ONNX,0.1164088829999627,One Core,No Load
340,340,ONNX,0.1157100579999905,One Core,No Load
336,336,ONNX,0.1158235539999168,One Core,No Load
337,337,ONNX,0.1157010739999577,One Core,No Load
338,338,ONNX,0.1155979290000459,One Core,No Load
339,339,ONNX,0.1162552759999471,One Core,No Load
329,329,ONNX,0.1158238120000305,One Core,No Load
335,335,ONNX,0.1155778529999906,One Core,No Load
328,328,ONNX,0.1156845169999769,One Core,No Load
314,314,ONNX,0.1159350650000305,One Core,No Load
326,326,ONNX,0.1157154969999965,One Core,No Load
325,325,ONNX,0.1158054039999569,One Core,No Load
324,324,ONNX,0.1155529999999771,One Core,No Load
323,323,ONNX,0.1158069030000206,One Core,No Load
322,322,ONNX,0.1155530329999692,One Core,No Load
321,321,ONNX,0.1157809210000095,One Core,No Load
320,320,ONNX,0.1153705730000638,One Core,No Load
319,319,ONNX,0.1156788480000159,One Core,No Load
318,318,ONNX,0.1156475139999884,One Core,No Load
317,317,ONNX,0.116088047000062,One Core,No Load
316,316,ONNX,0.1155382559999225,One Core,No Load
315,315,ONNX,0.1155801599999222,One Core,No Load
371,371,ONNX,0.1168828349999557,One Core,No Load
327,327,ONNX,0.1157288309999557,One Core,No Load
341,341,ONNX,0.1158955939999941,One Core,No Load
355,355,ONNX,0.1156802670000161,One Core,No Load
343,343,ONNX,0.1157621309999967,One Core,No Load
313,313,ONNX,0.1157205860000658,One Core,No Load
370,370,ONNX,0.1162106370001083,One Core,No Load
369,369,ONNX,0.1164687820000835,One Core,No Load
368,368,ONNX,0.1156096050000314,One Core,No Load
367,367,ONNX,0.1156232900000304,One Core,No Load
366,366,ONNX,0.1154743069999995,One Core,No Load
365,365,ONNX,0.1154098829999838,One Core,No Load
364,364,ONNX,0.1155773439999165,One Core,No Load
363,363,ONNX,0.1155690470000081,One Core,No Load
362,362,ONNX,0.1155840100000205,One Core,No Load
361,361,ONNX,0.1157495460000745,One Core,No Load
360,360,ONNX,0.1155595850000281,One Core,No Load
359,359,ONNX,0.115717582000002,One Core,No Load
358,358,ONNX,0.1152209000000539,One Core,No Load
357,357,ONNX,0.1160545779999893,One Core,No Load
356,356,ONNX,0.1154568609999842,One Core,No Load
354,354,ONNX,0.1157836549999729,One Core,No Load
353,353,ONNX,0.1155608600000732,One Core,No Load
352,352,ONNX,0.1156504319999385,One Core,No Load
351,351,ONNX,0.1157573189999539,One Core,No Load
350,350,ONNX,0.1157107640000276,One Core,No Load
349,349,ONNX,0.1157651339999574,One Core,No Load
348,348,ONNX,0.115939762000039,One Core,No Load
347,347,ONNX,0.1156710789999806,One Core,No Load
346,346,ONNX,0.1157967819999612,One Core,No Load
345,345,ONNX,0.1155986159999429,One Core,No Load
344,344,ONNX,0.1159746109999559,One Core,No Load
342,342,ONNX,0.115689298999996,One Core,No Load
312,312,ONNX,0.1157742330000246,One Core,No Load
281,281,ONNX,0.1158303150000392,One Core,No Load
310,310,ONNX,0.1155391789999384,One Core,No Load
276,276,ONNX,0.1156834439999556,One Core,No Load
275,275,ONNX,0.1156082409999044,One Core,No Load
274,274,ONNX,0.1156774439999708,One Core,No Load
273,273,ONNX,0.1161900320000768,One Core,No Load
272,272,ONNX,0.1164690279999831,One Core,No Load
271,271,ONNX,0.1167446360000212,One Core,No Load
270,270,ONNX,0.1163259349999634,One Core,No Load
269,269,ONNX,0.1167471539999951,One Core,No Load
268,268,ONNX,0.1165191009999944,One Core,No Load
267,267,ONNX,0.1162918059999356,One Core,No Load
266,266,ONNX,0.1153557410000303,One Core,No Load
265,265,ONNX,0.1158161419999714,One Core,No Load
264,264,ONNX,0.1157161979999727,One Core,No Load
263,263,ONNX,0.115834919000008,One Core,No Load
262,262,ONNX,0.1156205510000063,One Core,No Load
261,261,ONNX,0.1157861230000207,One Core,No Load
260,260,ONNX,0.1164182289999189,One Core,No Load
259,259,ONNX,0.1167258740000534,One Core,No Load
258,258,ONNX,0.1165790410000227,One Core,No Load
257,257,ONNX,0.1166078730000208,One Core,No Load
256,256,ONNX,0.1165523910000274,One Core,No Load
255,255,ONNX,0.1163672270000688,One Core,No Load
254,254,ONNX,0.1165803909999567,One Core,No Load
253,253,ONNX,0.1165320579999615,One Core,No Load
252,252,ONNX,0.1165596499999992,One Core,No Load
251,251,ONNX,0.1164882620000753,One Core,No Load
372,372,ONNX,0.115715788999978,One Core,No Load
277,277,ONNX,0.1155068720000827,One Core,No Load
278,278,ONNX,0.1156444260000171,One Core,No Load
279,279,ONNX,0.1157183880000047,One Core,No Load
280,280,ONNX,0.1156572800000503,One Core,No Load
309,309,ONNX,0.1158567139999604,One Core,No Load
308,308,ONNX,0.1154770480000024,One Core,No Load
307,307,ONNX,0.1158417489999692,One Core,No Load
306,306,ONNX,0.1155716220000613,One Core,No Load
305,305,ONNX,0.115710621000062,One Core,No Load
304,304,ONNX,0.1155957880000642,One Core,No Load
303,303,ONNX,0.1158332669999708,One Core,No Load
302,302,ONNX,0.1158928590000414,One Core,No Load
301,301,ONNX,0.1156142119999685,One Core,No Load
300,300,ONNX,0.1156801549999499,One Core,No Load
299,299,ONNX,0.1157752840000512,One Core,No Load
298,298,ONNX,0.1155122679999749,One Core,No Load
297,297,ONNX,0.1157864880000261,One Core,No Load
311,311,ONNX,0.1156914740000729,One Core,No Load
296,296,ONNX,0.1156574699999737,One Core,No Load
294,294,ONNX,0.1156792459998996,One Core,No Load
293,293,ONNX,0.1157265230000348,One Core,No Load
292,292,ONNX,0.1156258390000175,One Core,No Load
291,291,ONNX,0.115798226000038,One Core,No Load
290,290,ONNX,0.1154208030000063,One Core,No Load
289,289,ONNX,0.1157911700000795,One Core,No Load
288,288,ONNX,0.1154580249999526,One Core,No Load
287,287,ONNX,0.1158322250000765,One Core,No Load
286,286,ONNX,0.1156792059999816,One Core,No Load
285,285,ONNX,0.1160184990000061,One Core,No Load
284,284,ONNX,0.115518836000092,One Core,No Load
283,283,ONNX,0.1157165939999913,One Core,No Load
282,282,ONNX,0.1154137830000081,One Core,No Load
295,295,ONNX,0.1157441169999629,One Core,No Load
373,373,ONNX,0.1154419580000194,One Core,No Load
497,497,ONNX,0.1157168450000654,One Core,No Load
375,375,ONNX,0.115657570000053,One Core,No Load
465,465,ONNX,0.1168703079999886,One Core,No Load
464,464,ONNX,0.1161975160000565,One Core,No Load
463,463,ONNX,0.1164645879999852,One Core,No Load
462,462,ONNX,0.1165514769999163,One Core,No Load
461,461,ONNX,0.1164418849999719,One Core,No Load
460,460,ONNX,0.1161673110000265,One Core,No Load
459,459,ONNX,0.1163602729999411,One Core,No Load
458,458,ONNX,0.1157769619999271,One Core,No Load
457,457,ONNX,0.1155529279999427,One Core,No Load
456,456,ONNX,0.1158248320000439,One Core,No Load
455,455,ONNX,0.1155194279999705,One Core,No Load
454,454,ONNX,0.1156560379999973,One Core,No Load
453,453,ONNX,0.1156272399999807,One Core,No Load
452,452,ONNX,0.115371204999974,One Core,No Load
451,451,ONNX,0.1157525900000564,One Core,No Load
450,450,ONNX,0.1154916850000518,One Core,No Load
449,449,ONNX,0.1159380510000573,One Core,No Load
448,448,ONNX,0.1156790539999974,One Core,No Load
447,447,ONNX,0.1155878140000368,One Core,No Load
446,446,ONNX,0.1156927939999832,One Core,No Load
445,445,ONNX,0.1155891079999946,One Core,No Load
444,444,ONNX,0.1156969590000471,One Core,No Load
443,443,ONNX,0.1155862939999678,One Core,No Load
442,442,ONNX,0.1154880719999482,One Core,No Load
441,441,ONNX,0.1158201619999772,One Core,No Load
440,440,ONNX,0.1152142779999394,One Core,No Load
439,439,ONNX,0.1157450499999868,One Core,No Load
466,466,ONNX,0.1163518110000723,One Core,No Load
438,438,ONNX,0.1155286629999636,One Core,No Load
467,467,ONNX,0.1165109209999855,One Core,No Load
469,469,ONNX,0.1159933170000613,One Core,No Load
496,496,ONNX,0.1155851779999466,One Core,No Load
495,495,ONNX,0.1157582879999381,One Core,No Load
494,494,ONNX,0.115612585000008,One Core,No Load
493,493,ONNX,0.1157407140000259,One Core,No Load
492,492,ONNX,0.1157007700001031,One Core,No Load
491,491,ONNX,0.1158476940000809,One Core,No Load
490,490,ONNX,0.1153868640000155,One Core,No Load
489,489,ONNX,0.1157357860000729,One Core,No Load
488,488,ONNX,0.1152549570000474,One Core,No Load
487,487,ONNX,0.1159398949999968,One Core,No Load
486,486,ONNX,0.1156631569999717,One Core,No Load
485,485,ONNX,0.1157721189999847,One Core,No Load
484,484,ONNX,0.1157253779999791,One Core,No Load
483,483,ONNX,0.1154344730000502,One Core,No Load
482,482,ONNX,0.115705524999953,One Core,No Load
481,481,ONNX,0.1153192689999969,One Core,No Load
480,480,ONNX,0.1157391730000654,One Core,No Load
479,479,ONNX,0.1154033049999725,One Core,No Load
478,478,ONNX,0.1158390240000244,One Core,No Load
477,477,ONNX,0.1154998230000501,One Core,No Load
476,476,ONNX,0.1156158589999449,One Core,No Load
475,475,ONNX,0.1155879689999892,One Core,No Load
474,474,ONNX,0.1155144320000545,One Core,No Load
473,473,ONNX,0.1155536539999957,One Core,No Load
472,472,ONNX,0.1154456909999908,One Core,No Load
471,471,ONNX,0.1156252079999831,One Core,No Load
470,470,ONNX,0.1155740420000484,One Core,No Load
468,468,ONNX,0.1164637389999825,One Core,No Load
437,437,ONNX,0.1158160669999688,One Core,No Load
436,436,ONNX,0.115602939999917,One Core,No Load
435,435,ONNX,0.1157053280001036,One Core,No Load
402,402,ONNX,0.1158980929999415,One Core,No Load
401,401,ONNX,0.115567929000008,One Core,No Load
400,400,ONNX,0.1157796859999962,One Core,No Load
399,399,ONNX,0.1152631169999267,One Core,No Load
398,398,ONNX,0.1156952239999782,One Core,No Load
397,397,ONNX,0.1153044679999766,One Core,No Load
396,396,ONNX,0.1156877430000804,One Core,No Load
395,395,ONNX,0.1154348169999366,One Core,No Load
394,394,ONNX,0.1157852769999863,One Core,No Load
393,393,ONNX,0.115326818000085,One Core,No Load
392,392,ONNX,0.1156123709999974,One Core,No Load
391,391,ONNX,0.1153011139999762,One Core,No Load
390,390,ONNX,0.1157774989999325,One Core,No Load
389,389,ONNX,0.1155961670000351,One Core,No Load
388,388,ONNX,0.1155850920000602,One Core,No Load
387,387,ONNX,0.1155494619999899,One Core,No Load
386,386,ONNX,0.1157121640000014,One Core,No Load
385,385,ONNX,0.1158718660000204,One Core,No Load
384,384,ONNX,0.1157285530000535,One Core,No Load
383,383,ONNX,0.1155693880000399,One Core,No Load
382,382,ONNX,0.1156748490000154,One Core,No Load
381,381,ONNX,0.1155361270000412,One Core,No Load
380,380,ONNX,0.1156971990000101,One Core,No Load
379,379,ONNX,0.1155618669999967,One Core,No Load
378,378,ONNX,0.1158217349999404,One Core,No Load
377,377,ONNX,0.1154021830000147,One Core,No Load
376,376,ONNX,0.1160042889999886,One Core,No Load
403,403,ONNX,0.11570580099999,One Core,No Load
404,404,ONNX,0.1154351540000107,One Core,No Load
405,405,ONNX,0.1155663570000342,One Core,No Load
406,406,ONNX,0.1154979499999626,One Core,No Load
434,434,ONNX,0.1157496600000058,One Core,No Load
433,433,ONNX,0.1155570509999961,One Core,No Load
432,432,ONNX,0.1162491000000045,One Core,No Load
431,431,ONNX,0.1158624350000536,One Core,No Load
430,430,ONNX,0.1156895660000145,One Core,No Load
429,429,ONNX,0.115507234000006,One Core,No Load
428,428,ONNX,0.1156604919999608,One Core,No Load
427,427,ONNX,0.1155152529998986,One Core,No Load
426,426,ONNX,0.1157708800000136,One Core,No Load
425,425,ONNX,0.1157552700000223,One Core,No Load
424,424,ONNX,0.1156563049999022,One Core,No Load
423,423,ONNX,0.115582490999941,One Core,No Load
422,422,ONNX,0.1160389120000218,One Core,No Load
374,374,ONNX,0.1157516990000431,One Core,No Load
421,421,ONNX,0.1166614450000906,One Core,No Load
419,419,ONNX,0.1158831919999556,One Core,No Load
418,418,ONNX,0.1158078780000551,One Core,No Load
417,417,ONNX,0.1155613409999887,One Core,No Load
416,416,ONNX,0.1156972100000075,One Core,No Load
415,415,ONNX,0.1158035799999197,One Core,No Load
414,414,ONNX,0.1154977859999917,One Core,No Load
413,413,ONNX,0.116179187000057,One Core,No Load
412,412,ONNX,0.1153913600001033,One Core,No Load
411,411,ONNX,0.1157022289999076,One Core,No Load
410,410,ONNX,0.1153797859999485,One Core,No Load
409,409,ONNX,0.115744984999992,One Core,No Load
408,408,ONNX,0.1156951709999702,One Core,No Load
407,407,ONNX,0.1156076710000206,One Core,No Load
420,420,ONNX,0.1163445960000899,One Core,No Load
250,250,ONNX,0.1167699430000084,One Core,No Load
1,1,ONNX,0.1153709860000162,One Core,No Load
248,248,ONNX,0.1165730189999294,One Core,No Load
90,90,ONNX,0.1154333380000025,One Core,No Load
89,89,ONNX,0.1154547639999918,One Core,No Load
88,88,ONNX,0.1155228930000475,One Core,No Load
87,87,ONNX,0.1158826299999873,One Core,No Load
86,86,ONNX,0.1155641519999335,One Core,No Load
85,85,ONNX,0.1154710780000414,One Core,No Load
84,84,ONNX,0.1156924829999752,One Core,No Load
83,83,ONNX,0.1155649639999865,One Core,No Load
82,82,ONNX,0.1155138530000385,One Core,No Load
81,81,ONNX,0.1156432959999165,One Core,No Load
80,80,ONNX,0.116060477000019,One Core,No Load
79,79,ONNX,0.1164565660000107,One Core,No Load
78,78,ONNX,0.1158204049999085,One Core,No Load
77,77,ONNX,0.1158199789999798,One Core,No Load
76,76,ONNX,0.1157541620000301,One Core,No Load
75,75,ONNX,0.1154707020000387,One Core,No Load
74,74,ONNX,0.115775439999993,One Core,No Load
73,73,ONNX,0.115714013999991,One Core,No Load
72,72,ONNX,0.1158758650000209,One Core,No Load
71,71,ONNX,0.1157387179999887,One Core,No Load
70,70,ONNX,0.1162252690000968,One Core,No Load
69,69,ONNX,0.1164668010000014,One Core,No Load
68,68,ONNX,0.1164271150000786,One Core,No Load
67,67,ONNX,0.1165408000000525,One Core,No Load
66,66,ONNX,0.1165007810000133,One Core,No Load
65,65,ONNX,0.116637020999974,One Core,No Load
64,64,ONNX,0.1166202620000831,One Core,No Load
91,91,ONNX,0.1156786340000053,One Core,No Load
63,63,ONNX,0.1165844659999493,One Core,No Load
92,92,ONNX,0.1156558950000317,One Core,No Load
94,94,ONNX,0.1156952090000231,One Core,No Load
121,121,ONNX,0.1157214609999073,One Core,No Load
120,120,ONNX,0.1154897760000039,One Core,No Load
119,119,ONNX,0.1156988100000262,One Core,No Load
118,118,ONNX,0.1156302549999281,One Core,No Load
117,117,ONNX,0.1157452170000397,One Core,No Load
116,116,ONNX,0.1155852189999677,One Core,No Load
115,115,ONNX,0.1157784030000357,One Core,No Load
114,114,ONNX,0.1155606080000097,One Core,No Load
113,113,ONNX,0.1158341050000899,One Core,No Load
112,112,ONNX,0.1158025469999302,One Core,No Load
111,111,ONNX,0.1158367320000479,One Core,No Load
110,110,ONNX,0.1158069919999889,One Core,No Load
109,109,ONNX,0.1158554909999338,One Core,No Load
108,108,ONNX,0.1155583089999936,One Core,No Load
107,107,ONNX,0.1157494549999,One Core,No Load
106,106,ONNX,0.1158298799999784,One Core,No Load
105,105,ONNX,0.115539230999957,One Core,No Load
104,104,ONNX,0.1157606740000574,One Core,No Load
103,103,ONNX,0.1157634520000101,One Core,No Load
102,102,ONNX,0.1159390979998988,One Core,No Load
101,101,ONNX,0.1158193770000934,One Core,No Load
100,100,ONNX,0.11539978899998,One Core,No Load
99,99,ONNX,0.115780395999991,One Core,No Load
98,98,ONNX,0.1158377629999449,One Core,No Load
97,97,ONNX,0.1156885970000303,One Core,No Load
96,96,ONNX,0.1160006510000357,One Core,No Load
95,95,ONNX,0.1157462449999684,One Core,No Load
93,93,ONNX,0.1157992260000355,One Core,No Load
62,62,ONNX,0.1165808719999859,One Core,No Load
61,61,ONNX,0.1164705749999939,One Core,No Load
60,60,ONNX,0.1167212389999576,One Core,No Load
27,27,ONNX,0.1165839320000259,One Core,No Load
26,26,ONNX,0.1162850079999771,One Core,No Load
25,25,ONNX,0.1167087229999879,One Core,No Load
24,24,ONNX,0.1162991349999629,One Core,No Load
23,23,ONNX,0.1164114109999445,One Core,No Load
22,22,ONNX,0.1163441709999233,One Core,No Load
21,21,ONNX,0.1164487620000045,One Core,No Load
20,20,ONNX,0.1164038379999965,One Core,No Load
19,19,ONNX,0.1164753919999839,One Core,No Load
18,18,ONNX,0.1165182949999916,One Core,No Load
17,17,ONNX,0.1162973899999997,One Core,No Load
16,16,ONNX,0.1165049440000984,One Core,No Load
15,15,ONNX,0.1165376469999728,One Core,No Load
14,14,ONNX,0.1164649260000487,One Core,No Load
13,13,ONNX,0.1163373159999991,One Core,No Load
12,12,ONNX,0.1166004430000384,One Core,No Load
11,11,ONNX,0.1163214800000105,One Core,No Load
10,10,ONNX,0.1160484079999832,One Core,No Load
9,9,ONNX,0.1155678750000106,One Core,No Load
8,8,ONNX,0.1161930729999767,One Core,No Load
7,7,ONNX,0.1152786559999867,One Core,No Load
6,6,ONNX,0.1159820569999965,One Core,No Load
5,5,ONNX,0.1161873879999575,One Core,No Load
4,4,ONNX,0.1157673720000502,One Core,No Load
3,3,ONNX,0.1156624820000615,One Core,No Load
2,2,ONNX,0.1155960390000245,One Core,No Load
498,498,ONNX,0.1153934779999872,One Core,No Load
28,28,ONNX,0.1163848770000868,One Core,No Load
29,29,ONNX,0.1165955980000035,One Core,No Load
30,30,ONNX,0.1164918759999409,One Core,No Load
31,31,ONNX,0.1164888950000886,One Core,No Load
59,59,ONNX,0.1166552210000873,One Core,No Load
58,58,ONNX,0.1167056090000642,One Core,No Load
57,57,ONNX,0.1166250180000361,One Core,No Load
56,56,ONNX,0.1166891840000516,One Core,No Load
55,55,ONNX,0.1163653529999919,One Core,No Load
54,54,ONNX,0.1164417379999349,One Core,No Load
53,53,ONNX,0.1162291850000656,One Core,No Load
52,52,ONNX,0.1164065530000471,One Core,No Load
51,51,ONNX,0.1166533470000104,One Core,No Load
50,50,ONNX,0.1162418520000301,One Core,No Load
49,49,ONNX,0.1164561829999684,One Core,No Load
48,48,ONNX,0.1161098899999615,One Core,No Load
47,47,ONNX,0.1163469030000214,One Core,No Load
122,122,ONNX,0.1158362369999395,One Core,No Load
46,46,ONNX,0.1155173189999914,One Core,No Load
44,44,ONNX,0.1163420699999733,One Core,No Load
43,43,ONNX,0.1162574960000029,One Core,No Load
42,42,ONNX,0.1166107340000053,One Core,No Load
41,41,ONNX,0.1165857159999177,One Core,No Load
40,40,ONNX,0.1166569529999606,One Core,No Load
39,39,ONNX,0.1163566219998983,One Core,No Load
38,38,ONNX,0.1166165629999795,One Core,No Load
37,37,ONNX,0.1163873250000051,One Core,No Load
36,36,ONNX,0.1164481580000256,One Core,No Load
35,35,ONNX,0.1162760120000712,One Core,No Load
34,34,ONNX,0.1164390469999716,One Core,No Load
33,33,ONNX,0.116412600999979,One Core,No Load
32,32,ONNX,0.1165226910000001,One Core,No Load
45,45,ONNX,0.1163015880000557,One Core,No Load
123,123,ONNX,0.1157917570000108,One Core,No Load
124,124,ONNX,0.115998310000009,One Core,No Load
125,125,ONNX,0.1158095709999997,One Core,No Load
215,215,ONNX,0.1156604980000111,One Core,No Load
214,214,ONNX,0.1157022539999843,One Core,No Load
213,213,ONNX,0.1157398469999861,One Core,No Load
212,212,ONNX,0.1159204010000394,One Core,No Load
211,211,ONNX,0.1155453110000053,One Core,No Load
210,210,ONNX,0.1158174570000483,One Core,No Load
209,209,ONNX,0.1154519970000365,One Core,No Load
208,208,ONNX,0.1157806979999804,One Core,No Load
207,207,ONNX,0.1157449739999947,One Core,No Load
206,206,ONNX,0.1158806390000108,One Core,No Load
205,205,ONNX,0.1159887490000528,One Core,No Load
204,204,ONNX,0.1157544919999509,One Core,No Load
203,203,ONNX,0.11574688099995,One Core,No Load
202,202,ONNX,0.115587086000005,One Core,No Load
201,201,ONNX,0.115793268999937,One Core,No Load
200,200,ONNX,0.1155181219999121,One Core,No Load
199,199,ONNX,0.1157587850000254,One Core,No Load
198,198,ONNX,0.1157072489999109,One Core,No Load
197,197,ONNX,0.1158155809999925,One Core,No Load
196,196,ONNX,0.11562143499998,One Core,No Load
195,195,ONNX,0.115750786000035,One Core,No Load
194,194,ONNX,0.1156114530000422,One Core,No Load
193,193,ONNX,0.11566148899999,One Core,No Load
192,192,ONNX,0.1157791150000093,One Core,No Load
191,191,ONNX,0.1161124269999618,One Core,No Load
190,190,ONNX,0.1158031159999382,One Core,No Load
189,189,ONNX,0.115610284000013,One Core,No Load
216,216,ONNX,0.1155678500000476,One Core,No Load
217,217,ONNX,0.1158479779999197,One Core,No Load
218,218,ONNX,0.1157304229999454,One Core,No Load
219,219,ONNX,0.1156776080000554,One Core,No Load
247,247,ONNX,0.1166339259999631,One Core,No Load
246,246,ONNX,0.1162345589999631,One Core,No Load
245,245,ONNX,0.116513464000036,One Core,No Load
244,244,ONNX,0.1166170000000192,One Core,No Load
243,243,ONNX,0.1165494050000006,One Core,No Load
242,242,ONNX,0.116480757999966,One Core,No Load
241,241,ONNX,0.1167906990000346,One Core,No Load
240,240,ONNX,0.1162405929999295,One Core,No Load
239,239,ONNX,0.1166227560000834,One Core,No Load
238,238,ONNX,0.1166195340000513,One Core,No Load
237,237,ONNX,0.1165273489999663,One Core,No Load
236,236,ONNX,0.1164149229999793,One Core,No Load
235,235,ONNX,0.1164845700000114,One Core,No Load
188,188,ONNX,0.1154992479999919,One Core,No Load
234,234,ONNX,0.1163833479999993,One Core,No Load
232,232,ONNX,0.1168839550000484,One Core,No Load
231,231,ONNX,0.1164239219999672,One Core,No Load
230,230,ONNX,0.1165901050000002,One Core,No Load
229,229,ONNX,0.1166903810000121,One Core,No Load
228,228,ONNX,0.1165799929999593,One Core,No Load
227,227,ONNX,0.1165401399999837,One Core,No Load
226,226,ONNX,0.1168206379999219,One Core,No Load
225,225,ONNX,0.1163400500000761,One Core,No Load
224,224,ONNX,0.1164973999999574,One Core,No Load
223,223,ONNX,0.1168753040000183,One Core,No Load
222,222,ONNX,0.1165991030001123,One Core,No Load
221,221,ONNX,0.1156086460000551,One Core,No Load
220,220,ONNX,0.115885014000014,One Core,No Load
233,233,ONNX,0.1164766629999576,One Core,No Load
249,249,ONNX,0.1165617780000047,One Core,No Load
187,187,ONNX,0.1156995610000422,One Core,No Load
185,185,ONNX,0.1157881680001082,One Core,No Load
152,152,ONNX,0.1157824720000917,One Core,No Load
151,151,ONNX,0.1157203619999336,One Core,No Load
150,150,ONNX,0.1157304349999321,One Core,No Load
149,149,ONNX,0.1158443219999298,One Core,No Load
148,148,ONNX,0.1152024379999829,One Core,No Load
147,147,ONNX,0.1157767660000672,One Core,No Load
146,146,ONNX,0.115615008000077,One Core,No Load
145,145,ONNX,0.1156048409999357,One Core,No Load
144,144,ONNX,0.1156573969999499,One Core,No Load
143,143,ONNX,0.1156282109999438,One Core,No Load
142,142,ONNX,0.1155557289999933,One Core,No Load
141,141,ONNX,0.1157636149999916,One Core,No Load
140,140,ONNX,0.1158075029999281,One Core,No Load
139,139,ONNX,0.1161313889999746,One Core,No Load
138,138,ONNX,0.1158256879999726,One Core,No Load
137,137,ONNX,0.1157446890000528,One Core,No Load
136,136,ONNX,0.115852096000026,One Core,No Load
135,135,ONNX,0.1157872250000764,One Core,No Load
134,134,ONNX,0.1157275570000138,One Core,No Load
133,133,ONNX,0.1155824469999515,One Core,No Load
132,132,ONNX,0.1155884649999734,One Core,No Load
131,131,ONNX,0.1159586840000201,One Core,No Load
130,130,ONNX,0.1156906499999195,One Core,No Load
129,129,ONNX,0.1157638519999864,One Core,No Load
128,128,ONNX,0.1158045189999938,One Core,No Load
127,127,ONNX,0.1155424999999468,One Core,No Load
126,126,ONNX,0.1157959979999532,One Core,No Load
153,153,ONNX,0.1154124569999339,One Core,No Load
154,154,ONNX,0.1158780080000951,One Core,No Load
155,155,ONNX,0.1155297889999928,One Core,No Load
156,156,ONNX,0.1153183469999703,One Core,No Load
184,184,ONNX,0.1159933330000058,One Core,No Load
183,183,ONNX,0.1161475540000083,One Core,No Load
182,182,ONNX,0.1155665960000078,One Core,No Load
181,181,ONNX,0.1156545029999733,One Core,No Load
180,180,ONNX,0.1157930939999687,One Core,No Load
179,179,ONNX,0.1156793730000345,One Core,No Load
178,178,ONNX,0.1157499070000085,One Core,No Load
177,177,ONNX,0.1154904830000305,One Core,No Load
176,176,ONNX,0.1156543150000288,One Core,No Load
175,175,ONNX,0.1157600000000229,One Core,No Load
174,174,ONNX,0.1153724280000005,One Core,No Load
173,173,ONNX,0.1156078159999651,One Core,No Load
172,172,ONNX,0.1157104999999774,One Core,No Load
186,186,ONNX,0.1154470079999328,One Core,No Load
171,171,ONNX,0.1154931110000916,One Core,No Load
169,169,ONNX,0.1156246460000147,One Core,No Load
168,168,ONNX,0.1159857349999811,One Core,No Load
167,167,ONNX,0.1155209250000552,One Core,No Load
166,166,ONNX,0.1155017209999869,One Core,No Load
165,165,ONNX,0.115654553000013,One Core,No Load
164,164,ONNX,0.1155714230000057,One Core,No Load
163,163,ONNX,0.1153980530000353,One Core,No Load
162,162,ONNX,0.1156970870000577,One Core,No Load
161,161,ONNX,0.1154884960000117,One Core,No Load
160,160,ONNX,0.1158536769999045,One Core,No Load
159,159,ONNX,0.1156874750000724,One Core,No Load
158,158,ONNX,0.1156771800000342,One Core,No Load
157,157,ONNX,0.1158135670000319,One Core,No Load
170,170,ONNX,0.1156549789999417,One Core,No Load
499,499,ONNX,0.115882565999982,One Core,No Load
749,749,ONNX,0.1165585100000043,One Core,No Load
501,501,ONNX,0.1156824380000216,One Core,No Load
843,843,ONNX,0.1165373799999542,One Core,No Load
842,842,ONNX,0.1168160809999108,One Core,No Load
841,841,ONNX,0.1168354330000056,One Core,No Load
840,840,ONNX,0.1166298409999626,One Core,No Load
839,839,ONNX,0.1167720810000219,One Core,No Load
838,838,ONNX,0.1167511549999744,One Core,No Load
837,837,ONNX,0.1165296929999613,One Core,No Load
836,836,ONNX,0.1168178209999268,One Core,No Load
835,835,ONNX,0.116770544000019,One Core,No Load
834,834,ONNX,0.1166461000000254,One Core,No Load
833,833,ONNX,0.1168373560000191,One Core,No Load
832,832,ONNX,0.116988966000008,One Core,No Load
831,831,ONNX,0.1167113200000358,One Core,No Load
830,830,ONNX,0.1166608390000192,One Core,No Load
829,829,ONNX,0.1168506149999757,One Core,No Load
828,828,ONNX,0.1165800060000492,One Core,No Load
827,827,ONNX,0.1168986899999708,One Core,No Load
826,826,ONNX,0.1167882450000661,One Core,No Load
825,825,ONNX,0.1164883580000832,One Core,No Load
824,824,ONNX,0.1168012809999936,One Core,No Load
823,823,ONNX,0.1165031360000057,One Core,No Load
822,822,ONNX,0.1169535770000038,One Core,No Load
