,ncalls,tottime,percall_tot,cumtime,percall_cum,filename:lineno(function)
39,       10,   0.000,   0.000,   0.014,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:5047(drop)
40,       10,   0.000,   0.000,   0.014,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:4680(drop)
41,       10,   0.000,   0.000,   0.014,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:4719(_drop_axis)
42,       12,   0.000,   0.000,   0.013,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1744(_consolidate_inplace)
43,       26,   0.000,   0.000,   0.013,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1139(__getitem__)
44,      7/4,   0.000,   0.000,   0.012,   0.003,<frozen importlib._bootstrap>:664(_load_unlocked)
45,      6/4,   0.000,   0.000,   0.012,   0.003,<frozen importlib._bootstrap_external>:877(exec_module)
46,9810/9780,   0.006,   0.000,   0.011,   0.000,{built-in method builtins.isinstance}
47,        1,   0.000,   0.000,   0.011,   0.011,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:141(__exit__)
48,        1,   0.000,   0.000,   0.011,   0.011,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:121(close)
49,        1,   0.011,   0.011,   0.011,   0.011,{method 'close' of '_io.TextIOWrapper' objects}
50,     12/4,   0.000,   0.000,   0.011,   0.003,<frozen importlib._bootstrap>:233(_call_with_frames_removed)
51,  561/499,   0.004,   0.000,   0.010,   0.000,{built-in method numpy.core._multiarray_umath.implement_array_function}
52,       25,   0.000,   0.000,   0.010,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1651(_getitem_tuple)
53,       10,   0.000,   0.000,   0.010,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2207(_consolidate)
54,       10,   0.003,   0.000,   0.010,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2137(_form_blocks)
55,       10,   0.000,   0.000,   0.010,   0.001,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:3225(open)
56,      6/4,   0.000,   0.000,   0.010,   0.002,{built-in method builtins.exec}
57,      4/3,   0.000,   0.000,   0.009,   0.003,{built-in method builtins.__import__}
58,       19,   0.001,   0.000,   0.009,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/strings/accessor.py:254(_wrap_result)
59,        1,   0.000,   0.000,   0.009,   0.009,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:1(<module>)
60,    38/37,   0.000,   0.000,   0.009,   0.000,<frozen importlib._bootstrap>:1053(_handle_fromlist)
61,       10,   0.000,   0.000,   0.008,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6953(drop)
62,  444/421,   0.002,   0.000,   0.008,   0.000,{built-in method numpy.asarray}
63,       26,   0.000,   0.000,   0.007,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1681(_getitem_axis)
64,        6,   0.000,   0.000,   0.007,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1608(_format_strings)
65,        6,   0.001,   0.000,   0.007,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1480(get_result_as_array)
66,        7,   0.000,   0.000,   0.007,   0.001,<frozen importlib._bootstrap>:564(module_from_spec)
67,       25,   0.001,   0.000,   0.006,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1006(_getitem_lowerdim)
68,      321,   0.002,   0.000,   0.006,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/numeric.py:289(full)
69,       21,   0.001,   0.000,   0.006,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:477(__new__)
70,        9,   0.001,   0.000,   0.006,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1332(_format_strings)
71,       49,   0.001,   0.000,   0.006,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1909(_make_fixed_width)
72,       21,   0.000,   0.000,   0.006,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3858(get_indexer)
73,      234,   0.000,   0.000,   0.006,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:271(__call__)
74,        1,   0.000,   0.000,   0.006,   0.006,<frozen importlib._bootstrap_external>:1174(create_module)
75,        1,   0.006,   0.006,   0.006,   0.006,{built-in method _imp.create_dynamic}
76,       30,   0.001,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2224(_merge_blocks)
77,       10,   0.005,   0.001,   0.005,   0.001,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:704(set_tensor)
78,      235,   0.001,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:145(_get_option)
79,        6,   0.000,   0.000,   0.005,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1534(format_values_with)
80,       19,   0.000,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/strings/object_array.py:301(_str_len)
81,       46,   0.005,   0.000,   0.005,   0.000,{method 'astype' of 'numpy.ndarray' objects}
82,       19,   0.000,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/strings/object_array.py:46(_str_map)
83,       20,   0.000,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:686(__array_interface__)
84,       19,   0.000,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:6181(max)
85,        3,   0.000,   0.000,   0.005,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:789(truncate)
86,       19,   0.000,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:11955(max)
87,       10,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:3292(_open_core)
88,        1,   0.000,   0.000,   0.004,   0.004,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:799(_truncate_horizontally)
89,       19,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:11920(_stat_function)
90,       20,   0.001,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:726(tobytes)
91,       11,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6076(get_indexer_for)
92,       10,   0.000,   0.000,   0.004,   0.000,{built-in method builtins.sorted}
93,       90,   0.001,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1147(maybe_infer_to_datetimelike)
94,      340,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2212(<lambda>)
95,       10,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/ImageFile.py:314(load_prepare)
96,        1,   0.004,   0.004,   0.004,   0.004,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:520(__del__)
97,       19,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:6090(_reduce)
98,       23,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/frame.py:3779(_ixs)
99,       10,   0.004,   0.000,   0.004,   0.000,{built-in method PIL._imaging.new}
100,      406,   0.004,   0.000,   0.004,   0.000,{method 'read' of '_io.BufferedReader' objects}
101,       10,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:839(jpeg_factory)
102,        2,   0.000,   0.000,   0.004,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:915(_get_formatted_column_labels)
103,       12,   0.001,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:691(_slice_take_blocks_ax0)
104,      105,   0.004,   0.000,   0.004,   0.000,{method 'reduce' of 'numpy.ufunc' objects}
105,      170,   0.001,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:198(_consolidate_key)
106,       10,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/ImageFile.py:108(__init__)
107,       19,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/accessor.py:220(__get__)
108,       19,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/nanops.py:111(f)
109,      237,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:127(_get_single_key)
110,        8,   0.000,   0.000,   0.003,   0.000,<frozen importlib._bootstrap>:921(_find_spec)
111,       19,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/strings/accessor.py:187(__init__)
112,      190,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:101(isna)
113,       10,   0.000,   0.000,   0.003,   0.000,/usr/lib/python3.10/posixpath.py:392(realpath)
114,       19,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/nanops.py:389(new_func)
115,      322,   0.001,   0.000,   0.003,   0.000,<__array_function__ internals>:177(copyto)
116,       30,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:411(load_read)
117,       19,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/nanops.py:1077(reduction)
118,      190,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:184(_isna)
119,5403/4837,   0.002,   0.000,   0.003,   0.000,{built-in method builtins.len}
120,     1283,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
121,      197,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_dtype.py:344(_name_get)
122,       10,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:360(_open)
123,        6,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1988(_trim_zeros_float)
124,      170,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_asarray.py:22(require)
125,        8,   0.000,   0.000,   0.003,   0.000,<frozen importlib._bootstrap_external>:1431(find_spec)
126,       10,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:606(reindex_indexer)
127,        8,   0.000,   0.000,   0.003,   0.000,<frozen importlib._bootstrap_external>:1399(_get_spec)
128,       10,   0.002,   0.000,   0.003,   0.000,/home/pi/sambashare/BacArbeit/scripts/lib/postprocess.py:1(handle_output_tf)
129,        6,   0.000,   0.000,   0.003,   0.000,<frozen importlib._bootstrap_external>:950(get_code)
130,      200,   0.002,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1544(construct_1d_object_array_from_listlike)
131,       10,   0.001,   0.000,   0.003,   0.000,/usr/lib/python3.10/posixpath.py:401(_joinrealpath)
132,       47,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
133,      717,   0.003,   0.000,   0.003,   0.000,{built-in method numpy.empty}
134,        1,   0.000,   0.000,   0.003,   0.003,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:268(_save)
135,       15,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1041(take_nd)
136,      133,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:6206(__setattr__)
137,       17,   0.000,   0.000,   0.002,   0.000,<frozen importlib._bootstrap_external>:1536(find_spec)
138,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:652(get_handle)
139,       90,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1355(_format)
140,      170,   0.002,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2194(_stack_arrays)
141,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:301(_save_body)
142,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:157(concat)
143,       15,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/array_algos/take.py:59(take_nd)
144,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:311(_save_chunk)
145,       41,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1825(from_array)
146,        3,   0.000,   0.000,   0.002,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1718(_get_slice_axis)
147,       60,   0.002,   0.000,   0.002,   0.000,{method 'encode' of 'ImagingEncoder' objects}
148,       28,   0.000,   0.000,   0.002,   0.000,<__array_function__ internals>:177(all)
149,       49,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:903(_get_formatter)
150,       15,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/array_algos/take.py:121(_take_nd_ndarray)
151,       23,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/frame.py:4387(_box_col_values)
152,        6,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1486(format_with_na_rep)
153,        3,   0.000,   0.000,   0.002,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:4296(_slice)
154,      493,   0.000,   0.000,   0.002,   0.000,/usr/lib/python3.10/abc.py:117(__instancecheck__)
155,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:390(__init__)
156,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:618(get_result)
157,      103,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:7512(ensure_index)
158,       38,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:261(_isna_array)
159,       56,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:6147(__finalize__)
160,       25,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:931(_validate_tuple_indexer)
161,       12,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1726(is_consolidated)
162,        2,   0.000,   0.000,   0.002,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:978(_getitem_tuple_same_dim)
163,       21,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:743(_try_cast)
164,       19,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/strings/accessor.py:206(_validate)
165,        1,   0.002,   0.002,   0.002,   0.002,{built-in method tflite_runtime._pywrap_tensorflow_interpreter_wrapper.CreateWrapperFromFile}
166,      223,   0.001,   0.000,   0.002,   0.000,{built-in method builtins.max}
167,       12,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1734(_consolidate_check)
168,       28,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2406(all)
169,      113,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:162(pprint_thing)
170,     1283,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/generic.py:37(_check)
171,       21,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6618(_maybe_cast_listlike_indexer)
172,      190,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:296(maybe_iterable_to_list)
173,       10,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/construction.py:638(_extract_index)
174,       19,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/nanops.py:1491(_maybe_null_out)
175,       19,   0.001,   0.000,   0.002,   0.000,{pandas._libs.lib.map_infer_mask}
176,       88,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:274(__init__)
177,       12,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1740(<listcomp>)
178,      126,   0.001,   0.000,   0.002,   0.000,/usr/lib/python3.10/re.py:288(_compile)
179,       19,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1569(maybe_cast_to_integer_array)
180,        3,   0.000,   0.000,   0.002,   0.001,{method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
181,       30,   0.000,   0.000,   0.002,   0.000,<__array_function__ internals>:177(vstack)
182,       19,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/nanops.py:1539(check_below_min_count)
183,      493,   0.001,   0.000,   0.002,   0.000,{built-in method _abc._abc_instancecheck}
184,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/construction.py:481(<listcomp>)
185,       25,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:479(get_adjustment)
186,       50,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1536(_validate_key)
187,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:859(delete)
188,       60,   0.001,   0.000,   0.001,   0.000,{built-in method posix.lstat}
189,       19,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(prod)
190,        2,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:6337(dtypes)
191,       61,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(concatenate)
192,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:1016(__getitem__)
193,       30,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/shape_base.py:222(vstack)
194,      101,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:431(justify)
195,      237,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:633(_get_root)
196,      197,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_dtype.py:330(_name_includes_bit_suffix)
197,       40,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
198,      120,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1999(is_number_with_decimal)
199,        6,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1489(<listcomp>)
200,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3579(difference)
201,       49,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1938(<listcomp>)
202,        2,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:1155(_is_binary_mode)
203,       39,   0.001,   0.000,   0.001,   0.000,{pandas._libs.lib.infer_dtype}
204,       11,   0.001,   0.000,   0.001,   0.000,{built-in method io.open}
205,       10,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(expand_dims)
206,       10,   0.000,   0.000,   0.001,   0.000,{built-in method builtins.__build_class__}
207,     2430,   0.001,   0.000,   0.001,   0.000,{built-in method builtins.getattr}
208,       24,   0.000,   0.000,   0.001,   0.000,{method 'max' of 'numpy.ndarray' objects}
209,       69,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:380(notna)
210,       36,   0.001,   0.000,   0.001,   0.000,{built-in method posix.stat}
211,       19,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2927(prod)
212,       10,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(argpartition)
213,      181,   0.001,   0.000,   0.001,   0.000,{built-in method numpy.array}
214,       23,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:991(iget)
215,       35,   0.000,   0.000,   0.001,   0.000,<frozen importlib._bootstrap_external>:140(_path_stat)
216,      244,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2346(get_block_type)
217,      232,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:673(_sanitize_ndim)
