,ncalls,tottime,percall_tot,cumtime,percall_cum,filename:lineno(function)
22,       23,   0.001,   0.000,   0.032,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:890(format_col)
23,        1,   0.000,   0.000,   0.031,   0.031,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/string.py:163(<listcomp>)
24,      232,   0.004,   0.000,   0.030,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:518(sanitize_array)
25,       10,   0.000,   0.000,   0.023,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2068(create_block_manager_from_column_arrays)
26,       10,   0.001,   0.000,   0.023,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/construction.py:596(_homogenize)
27,       23,   0.001,   0.000,   0.020,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1217(format_array)
28,       41,   0.002,   0.000,   0.018,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:371(__init__)
29,       23,   0.000,   0.000,   0.017,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1328(get_result)
30,      8/4,   0.000,   0.000,   0.016,   0.004,<frozen importlib._bootstrap>:1022(_find_and_load)
31,      200,   0.001,   0.000,   0.015,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:119(maybe_convert_platform)
32,      8/4,   0.000,   0.000,   0.015,   0.004,<frozen importlib._bootstrap>:987(_find_and_load_unlocked)
33,       19,   0.000,   0.000,   0.015,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/strings/accessor.py:3022(len)
34,      293,   0.009,   0.000,   0.015,   0.000,{pandas._libs.lib.maybe_convert_objects}
35,       10,   0.000,   0.000,   0.014,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:5047(drop)
36,       10,   0.000,   0.000,   0.013,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:4680(drop)
37,       10,   0.000,   0.000,   0.013,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:4719(_drop_axis)
38,       26,   0.000,   0.000,   0.013,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1139(__getitem__)
39,       12,   0.000,   0.000,   0.013,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1744(_consolidate_inplace)
40,      7/4,   0.000,   0.000,   0.012,   0.003,<frozen importlib._bootstrap>:664(_load_unlocked)
41,      6/4,   0.000,   0.000,   0.012,   0.003,<frozen importlib._bootstrap_external>:877(exec_module)
42,       25,   0.000,   0.000,   0.011,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1651(_getitem_tuple)
43,9810/9780,   0.006,   0.000,   0.011,   0.000,{built-in method builtins.isinstance}
44,     12/4,   0.000,   0.000,   0.011,   0.003,<frozen importlib._bootstrap>:233(_call_with_frames_removed)
45,       10,   0.000,   0.000,   0.010,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2207(_consolidate)
46,  561/499,   0.004,   0.000,   0.010,   0.000,{built-in method numpy.core._multiarray_umath.implement_array_function}
47,       10,   0.003,   0.000,   0.010,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2137(_form_blocks)
48,      6/4,   0.000,   0.000,   0.010,   0.002,{built-in method builtins.exec}
49,      4/3,   0.000,   0.000,   0.009,   0.003,{built-in method builtins.__import__}
50,       10,   0.000,   0.000,   0.009,   0.001,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:3225(open)
51,        1,   0.000,   0.000,   0.009,   0.009,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:1(<module>)
52,       19,   0.001,   0.000,   0.009,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/strings/accessor.py:254(_wrap_result)
53,    38/37,   0.000,   0.000,   0.009,   0.000,<frozen importlib._bootstrap>:1053(_handle_fromlist)
54,  444/421,   0.002,   0.000,   0.008,   0.000,{built-in method numpy.asarray}
55,       10,   0.000,   0.000,   0.008,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6953(drop)
56,       26,   0.000,   0.000,   0.007,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1681(_getitem_axis)
57,        1,   0.000,   0.000,   0.007,   0.007,/home/pi/sambashare/BacArbeit/scripts/lib/data.py:117(store_pandas_data_frame_as_csv)
58,        1,   0.000,   0.000,   0.007,   0.007,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:3720(to_csv)
59,        6,   0.000,   0.000,   0.007,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1608(_format_strings)
60,        6,   0.001,   0.000,   0.007,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1480(get_result_as_array)
61,       25,   0.001,   0.000,   0.007,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1006(_getitem_lowerdim)
62,        1,   0.000,   0.000,   0.007,   0.007,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1103(to_csv)
63,      321,   0.002,   0.000,   0.006,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/numeric.py:289(full)
64,       21,   0.001,   0.000,   0.006,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:477(__new__)
65,       49,   0.001,   0.000,   0.006,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1909(_make_fixed_width)
66,        9,   0.001,   0.000,   0.006,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1332(_format_strings)
67,        7,   0.000,   0.000,   0.006,   0.001,<frozen importlib._bootstrap>:564(module_from_spec)
68,      234,   0.000,   0.000,   0.006,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:271(__call__)
69,       21,   0.000,   0.000,   0.006,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:3858(get_indexer)
70,       46,   0.005,   0.000,   0.005,   0.000,{method 'astype' of 'numpy.ndarray' objects}
71,       10,   0.005,   0.001,   0.005,   0.001,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:704(set_tensor)
72,        6,   0.000,   0.000,   0.005,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1534(format_values_with)
73,       30,   0.001,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2224(_merge_blocks)
74,       20,   0.000,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:686(__array_interface__)
75,      235,   0.001,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:145(_get_option)
76,       19,   0.000,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/strings/object_array.py:301(_str_len)
77,        1,   0.000,   0.000,   0.005,   0.005,<frozen importlib._bootstrap_external>:1174(create_module)
78,        1,   0.005,   0.005,   0.005,   0.005,{built-in method _imp.create_dynamic}
79,       19,   0.000,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/strings/object_array.py:46(_str_map)
80,        3,   0.000,   0.000,   0.005,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:789(truncate)
81,        1,   0.000,   0.000,   0.005,   0.005,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:799(_truncate_horizontally)
82,       20,   0.001,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:726(tobytes)
83,        1,   0.000,   0.000,   0.005,   0.005,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:242(save)
84,       19,   0.000,   0.000,   0.005,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:6181(max)
85,       19,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:11955(max)
86,       10,   0.000,   0.000,   0.004,   0.000,{built-in method builtins.sorted}
87,       19,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:11920(_stat_function)
88,       90,   0.001,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1147(maybe_infer_to_datetimelike)
89,      340,   0.001,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2212(<lambda>)
90,       10,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/Image.py:3292(_open_core)
91,       11,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6076(get_indexer_for)
92,       23,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/frame.py:3779(_ixs)
93,      406,   0.004,   0.000,   0.004,   0.000,{method 'read' of '_io.BufferedReader' objects}
94,       12,   0.001,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:691(_slice_take_blocks_ax0)
95,       10,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/ImageFile.py:314(load_prepare)
96,       19,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:6090(_reduce)
97,       10,   0.004,   0.000,   0.004,   0.000,{built-in method PIL._imaging.new}
98,      170,   0.001,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:198(_consolidate_key)
99,      105,   0.004,   0.000,   0.004,   0.000,{method 'reduce' of 'numpy.ufunc' objects}
100,        1,   0.004,   0.004,   0.004,   0.004,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:520(__del__)
101,        2,   0.000,   0.000,   0.004,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:915(_get_formatted_column_labels)
102,       10,   0.000,   0.000,   0.004,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:839(jpeg_factory)
103,       19,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/accessor.py:220(__get__)
104,       19,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/nanops.py:111(f)
105,       10,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/ImageFile.py:108(__init__)
106,        8,   0.000,   0.000,   0.003,   0.000,<frozen importlib._bootstrap>:921(_find_spec)
107,       19,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/strings/accessor.py:187(__init__)
108,      237,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:127(_get_single_key)
109,      190,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:101(isna)
110,      322,   0.001,   0.000,   0.003,   0.000,<__array_function__ internals>:177(copyto)
111,       10,   0.000,   0.000,   0.003,   0.000,/usr/lib/python3.10/posixpath.py:392(realpath)
112,       19,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/nanops.py:389(new_func)
113,        6,   0.000,   0.000,   0.003,   0.001,<frozen importlib._bootstrap_external>:950(get_code)
114,      197,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_dtype.py:344(_name_get)
115,        6,   0.000,   0.000,   0.003,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1988(_trim_zeros_float)
116,5403/4837,   0.002,   0.000,   0.003,   0.000,{built-in method builtins.len}
117,     1283,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
118,       30,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:411(load_read)
119,      190,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:184(_isna)
120,       19,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/nanops.py:1077(reduction)
121,      170,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_asarray.py:22(require)
122,        8,   0.000,   0.000,   0.003,   0.000,<frozen importlib._bootstrap_external>:1431(find_spec)
123,       10,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:606(reindex_indexer)
124,        8,   0.000,   0.000,   0.003,   0.000,<frozen importlib._bootstrap_external>:1399(_get_spec)
125,       10,   0.001,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:360(_open)
126,       10,   0.002,   0.000,   0.003,   0.000,/home/pi/sambashare/BacArbeit/scripts/lib/postprocess.py:1(handle_output_tf)
127,      200,   0.002,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1544(construct_1d_object_array_from_listlike)
128,       10,   0.001,   0.000,   0.003,   0.000,/usr/lib/python3.10/posixpath.py:401(_joinrealpath)
129,       15,   0.000,   0.000,   0.003,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1041(take_nd)
130,       47,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
131,       17,   0.001,   0.000,   0.002,   0.000,<frozen importlib._bootstrap_external>:1536(find_spec)
132,      717,   0.002,   0.000,   0.002,   0.000,{built-in method numpy.empty}
133,      133,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:6206(__setattr__)
134,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:157(concat)
135,      170,   0.002,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:2194(_stack_arrays)
136,       90,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1355(_format)
137,        3,   0.000,   0.000,   0.002,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1718(_get_slice_axis)
138,       60,   0.002,   0.000,   0.002,   0.000,{method 'encode' of 'ImagingEncoder' objects}
139,        3,   0.000,   0.000,   0.002,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:4296(_slice)
140,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/io/common.py:652(get_handle)
141,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:268(_save)
142,       15,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/array_algos/take.py:59(take_nd)
143,       41,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1825(from_array)
144,        2,   0.000,   0.000,   0.002,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:978(_getitem_tuple_same_dim)
145,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/interpreter.py:390(__init__)
146,       23,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/frame.py:4387(_box_col_values)
147,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:618(get_result)
148,       15,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/array_algos/take.py:121(_take_nd_ndarray)
149,       49,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:903(_get_formatter)
150,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:301(_save_body)
151,       28,   0.000,   0.000,   0.002,   0.000,<__array_function__ internals>:177(all)
152,        6,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1486(format_with_na_rep)
153,        1,   0.002,   0.002,   0.002,   0.002,{built-in method tflite_runtime._pywrap_tensorflow_interpreter_wrapper.CreateWrapperFromFile}
154,      103,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:7512(ensure_index)
155,        1,   0.000,   0.000,   0.002,   0.002,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/csvs.py:311(_save_chunk)
156,       25,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:931(_validate_tuple_indexer)
157,       38,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:261(_isna_array)
158,      223,   0.001,   0.000,   0.002,   0.000,{built-in method builtins.max}
159,      493,   0.000,   0.000,   0.002,   0.000,/usr/lib/python3.10/abc.py:117(__instancecheck__)
160,        3,   0.000,   0.000,   0.002,   0.001,{method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
161,       19,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/strings/accessor.py:206(_validate)
162,       12,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1726(is_consolidated)
163,       21,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:6618(_maybe_cast_listlike_indexer)
164,       12,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1734(_consolidate_check)
165,       56,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:6147(__finalize__)
166,     1283,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/generic.py:37(_check)
167,       28,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2406(all)
168,      113,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/printing.py:162(pprint_thing)
169,      126,   0.001,   0.000,   0.002,   0.000,/usr/lib/python3.10/re.py:288(_compile)
170,       88,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:274(__init__)
171,       21,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/construction.py:743(_try_cast)
172,      190,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/common.py:296(maybe_iterable_to_list)
173,       19,   0.001,   0.000,   0.002,   0.000,{pandas._libs.lib.map_infer_mask}
174,       10,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/construction.py:638(_extract_index)
175,       30,   0.000,   0.000,   0.002,   0.000,<__array_function__ internals>:177(vstack)
176,       12,   0.001,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:1740(<listcomp>)
177,       19,   0.000,   0.000,   0.002,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/nanops.py:1491(_maybe_null_out)
178,       19,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/nanops.py:1539(check_below_min_count)
179,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/construction.py:481(<listcomp>)
180,       50,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexing.py:1536(_validate_key)
181,      493,   0.001,   0.000,   0.001,   0.000,{built-in method _abc._abc_instancecheck}
182,       19,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1569(maybe_cast_to_integer_array)
183,       60,   0.001,   0.000,   0.001,   0.000,{built-in method posix.lstat}
184,       25,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:479(get_adjustment)
185,       10,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/series.py:1016(__getitem__)
186,       61,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(concatenate)
187,       30,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/shape_base.py:222(vstack)
188,       40,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
189,       49,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1938(<listcomp>)
190,      197,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_dtype.py:330(_name_includes_bit_suffix)
191,       24,   0.000,   0.000,   0.001,   0.000,{method 'max' of 'numpy.ndarray' objects}
192,       19,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(prod)
193,       10,   0.000,   0.000,   0.001,   0.000,{built-in method builtins.__build_class__}
194,        2,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/generic.py:6337(dtypes)
195,       23,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/internals/managers.py:991(iget)
196,      101,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:431(justify)
197,     2430,   0.001,   0.000,   0.001,   0.000,{built-in method builtins.getattr}
198,       39,   0.001,   0.000,   0.001,   0.000,{pandas._libs.lib.infer_dtype}
199,      120,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1999(is_number_with_decimal)
200,      237,   0.001,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/_config/config.py:633(_get_root)
201,       10,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(expand_dims)
202,        6,   0.000,   0.000,   0.001,   0.000,<frozen importlib._bootstrap_external>:1070(get_data)
203,       36,   0.001,   0.000,   0.001,   0.000,{built-in method posix.stat}
204,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:695(new_axes)
205,       24,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/numpy/core/_methods.py:38(_amax)
206,        6,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:1489(<listcomp>)
207,       69,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:380(notna)
208,       35,   0.000,   0.000,   0.001,   0.000,<frozen importlib._bootstrap_external>:140(_path_stat)
209,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/reshape/concat.py:698(<listcomp>)
210,       11,   0.001,   0.000,   0.001,   0.000,{built-in method io.open}
211,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/tflite_runtime/metrics_portable.py:1(<module>)
212,        1,   0.000,   0.000,   0.001,   0.001,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/range.py:859(delete)
213,       10,   0.000,   0.000,   0.001,   0.000,<__array_function__ internals>:177(argpartition)
214,        5,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/io/formats/format.py:434(adjoin)
215,      181,   0.001,   0.000,   0.001,   0.000,{built-in method numpy.array}
216,        5,   0.000,   0.000,   0.001,   0.000,/home/pi/.local/lib/python3.10/site-packages/pandas/core/indexes/base.py:1395(format)
217,       34,   0.000,   0.000,   0.001,   0.000,{method 'any' of 'numpy.ndarray' objects}
